IMAGETYP,DATE-OBS,DATE-LOC,DATE-AVG,EXPOSURE,EXPTIME,INSTRUME,CAMERAID,GAIN,OFFSET,EGAIN,XBINNING,YBINNING,SET-TEMP,CCD-TEMP,XPIXSZ,YPIXSZ,USBLIMIT,SITEELEV,SITELAT,SITELONG,TELESCOP,FOCALLEN,FOCRATIO,RA,DEC,CENTALT,CENTAZ,AIRMASS,PIERSIDE,OBJECT,OBJCTRA,OBJCTDEC,OBJCTROT,FOCNAME,FOCPOS,FOCUSPOS,FOCUSSZ,FOCTEMP,FOCUSTEM,ROTNAME,ROTATOR,ROTATANG,ROTSTPSZ,FWHEEL,FILTER,CLOUDCVR,HUMIDITY,PRESSURE,AMBTEMP,WINDDIR,WINDSPD,EQUINOX,SWCREATE,FILENAME,NUMBER,DEWPOINT,WINDGUST
LIGHT,2025-07-09T22:20:32.436,2025-07-09T23:20:32.436,2025-07-09T22:25:33.070,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363003744997,41.6259420956057,55.1009722222222,87.19251,1.21863333954448,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12451,12451,1.325,17.6,17.6,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC_6997_Panel_1_Date_2025-07-09_Time_23-20-32_LIGHT_Ha_600.00s_G100_O10_E0.44_HFR1.69_FWHM4.11_T17.60_F0000.xisf,1,,
LIGHT,2025-07-12T21:58:35.193,2025-07-12T22:58:35.193,2025-07-12T22:03:35.800,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-9.9,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364036190066,41.6255652641409,53.54025,85.31405,1.2426400316019,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12323,12323,1.325,16.6,16.6,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-12_Time_22-58-35_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.66px_FWHM_4.16_Temp_16.60_0001.xisf,1,,
LIGHT,2025-07-12T22:29:03.626,2025-07-12T23:29:03.626,2025-07-12T22:34:04.177,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.365338874976,41.6253690832641,58.21,91.14331,1.17598271576032,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12323,12323,1.325,15.8,15.8,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-12_Time_23-29-03_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.42_HFR_1.68px_FWHM_4.11_Temp_15.80_0004.xisf,1,,
LIGHT,2025-07-29T01:55:55.1490591,2025-07-29T02:55:55.1490591,2025-07-29T02:00:55.6523421,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.362614512441,41.624298262827,71.39162,244.61954,1.05497196103548,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12138,12138,1.325,11.9,11.9,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,78.0,66.0,1012.01971488183,18.3200000000001,343.0,14.184,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-07-29_Time_02-55-55_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.47_HFR_1.68px_FWHM_3.92_Temp_11.90_0041.xisf,1,11.9773242821181,30.024
LIGHT,2025-08-01T21:44:50.0730919,2025-08-01T22:44:50.0730919,2025-08-01T21:49:50.6227628,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,0.0,0.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.36393862015,41.6255689342845,63.46943,98.78718,1.11735017635581,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12108,12108,1.325,11.7,11.7,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,,,,,,,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-01_Time_22-44-50_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.64px_FWHM_4.15_Temp_11.70_0048.xisf,1,,
LIGHT,2025-07-29T02:06:10.8553263,2025-07-29T03:06:10.8553263,2025-07-29T02:11:11.3981733,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363665904149,41.625315902997,69.9474166666667,248.4437,1.06432041234459,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12138,12138,1.325,11.8,11.8,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,78.0,66.0,1012.01971488183,18.3200000000001,343.0,14.184,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-07-29_Time_03-06-10_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.48_HFR_1.68px_FWHM_3.92_Temp_11.80_0042.xisf,1,11.9773242821181,30.024
LIGHT,2025-07-12T22:08:36.492,2025-07-12T23:08:36.492,2025-07-12T22:13:37.081,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363967493839,41.6255670413427,55.0719722222222,87.15718,1.21906278636075,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12323,12323,1.325,16.3,16.3,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-12_Time_23-08-36_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.67px_FWHM_4.17_Temp_16.30_0002.xisf,1,,
LIGHT,2025-08-01T21:54:51.2852136,2025-08-01T22:54:51.2852136,2025-08-01T21:59:51.8113217,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,0.0,0.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363998170955,41.6255381447646,64.98312,101.32958,1.10321842214343,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12108,12108,1.325,11.6,11.6,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,,,,,,,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-01_Time_22-54-51_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.65px_FWHM_4.15_Temp_11.60_0049.xisf,1,,
LIGHT,2025-08-02T21:32:04.3782844,2025-08-02T22:32:04.3782844,2025-08-02T21:37:04.9247988,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363270919778,41.6259810902028,62.12782,96.68205,1.13084766258026,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12127,12127,1.325,13.3,13.3,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-02_Time_22-32-04_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.64px_FWHM_4.07_Temp_13.30_0048.xisf,1,10.7434393874969,10.548
LIGHT,2025-07-12T22:18:37.812,2025-07-12T23:18:37.812,2025-07-12T22:23:38.404,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363925417082,41.6255665494811,56.61053,89.07207,1.19710605916448,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12323,12323,1.325,16.1,16.1,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-12_Time_23-18-37_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.68px_FWHM_4.20_Temp_16.10_0003.xisf,1,,
LIGHT,2025-08-02T21:42:05.5821627,2025-08-02T22:42:05.5821627,2025-08-02T21:47:06.1453447,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.1,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.362837184016,41.6262711425938,63.6485277777778,99.07519,1.11561861172406,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12127,12127,1.325,12.8,12.8,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-02_Time_22-42-05_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.65px_FWHM_4.07_Temp_12.80_0049.xisf,1,10.7434393874969,10.548
LIGHT,2025-07-12T23:24:14.708,2025-07-13T00:24:14.708,2025-07-12T23:29:15.314,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.36409223495,41.6256103597609,66.5919,104.27978,1.08940645739506,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12279,12279,1.325,15.0,15.0,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-13_Time_00-24-14_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.71px_FWHM_4.34_Temp_15.00_0009.xisf,1,,
LIGHT,2025-08-02T22:17:29.5222968,2025-08-02T23:17:29.5222968,2025-08-02T22:22:30.0601422,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.361804843488,41.6269604517709,68.92071,109.11847,1.07148409833191,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12073,12073,1.325,11.5,11.5,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-02_Time_23-17-29_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.65px_FWHM_4.07_Temp_11.50_0052.xisf,1,10.7434393874969,10.548
LIGHT,2025-07-12T22:39:04.889,2025-07-12T23:39:04.889,2025-07-12T22:44:05.463,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.365338320193,41.6253407437605,59.7428055555556,93.2225,1.15725695156385,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12323,12323,1.325,15.7,15.7,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-12_Time_23-39-04_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.69px_FWHM_4.12_Temp_15.70_0005.xisf,1,,
LIGHT,2025-08-02T21:52:06.9298702,2025-08-02T22:52:06.9298702,2025-08-02T21:57:07.4740937,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.362373493242,41.6265612437283,65.1640555555556,101.64324,1.1016041661284,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12127,12127,1.325,12.4,12.4,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-02_Time_22-52-06_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.66px_FWHM_4.06_Temp_12.40_0050.xisf,1,10.7434393874969,10.548
LIGHT,2025-08-02T22:02:20.8149312,2025-08-02T23:02:20.8149312,2025-08-02T22:07:21.3853642,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.362388040608,41.6265204982442,66.69777,104.47473,1.08853954054261,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12127,12127,1.325,12.0,12.0,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-02_Time_23-02-20_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.69px_FWHM_4.08_Temp_12.00_0051.xisf,1,10.7434393874969,10.548
LIGHT,2025-08-02T22:27:30.7440421,2025-08-02T23:27:30.7440421,2025-08-02T22:32:31.2817495,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.361640567354,41.6272100396228,70.3561666666667,112.57357,1.06158935098517,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12073,12073,1.325,11.3,11.3,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-02_Time_23-27-30_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.42_HFR_1.66px_FWHM_4.06_Temp_11.30_0053.xisf,1,10.7434393874969,10.548
LIGHT,2025-07-12T23:14:13.512,2025-07-13T00:14:13.512,2025-07-12T23:19:14.067,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364077726242,41.6256109477113,65.0899166666667,101.522861111111,1.10226371439853,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12279,12279,1.325,15.2,15.2,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-13_Time_00-14-13_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.68px_FWHM_4.25_Temp_15.20_0008.xisf,1,,
LIGHT,2025-08-02T22:37:53.3841224,2025-08-02T23:37:53.3841224,2025-08-02T22:42:53.9508161,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.361953817787,41.6268987653359,71.80369,116.56257,1.05245650762472,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12073,12073,1.325,11.0,11.0,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-02_Time_23-37-53_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.42_HFR_1.66px_FWHM_4.03_Temp_11.00_0054.xisf,1,10.7434393874969,10.548
LIGHT,2025-07-12T22:59:20.012,2025-07-12T23:59:20.012,2025-07-12T23:04:20.687,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364153401804,41.6256416535625,62.83997,97.78914,1.12356609781689,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12323,12323,1.325,15.4,15.4,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-12_Time_23-59-20_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.42_HFR_1.71px_FWHM_4.22_Temp_15.40_0007.xisf,1,,
LIGHT,2025-07-13T00:54:30.388,2025-07-13T01:54:30.388,2025-07-13T00:59:31.529,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364277160588,41.6237849092499,78.0251,148.14757,1.02214183370923,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12227,12227,1.325,13.8,13.8,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-13_Time_01-54-30_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.63px_FWHM_4.08_Temp_13.80_0017.xisf,1,,
LIGHT,2025-08-02T22:57:55.9175697,2025-08-02T23:57:55.9175697,2025-08-02T23:02:56.4504675,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.361610194711,41.6273679639711,74.43679,125.77969,1.03791378139226,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12073,12073,1.325,10.6,10.6,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-02_Time_23-57-55_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.44_HFR_1.70px_FWHM_4.18_Temp_10.60_0056.xisf,1,10.7434393874969,10.548
LIGHT,2025-07-22T01:23:34.064,2025-07-22T02:23:34.064,2025-07-22T01:28:34.616,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364024105018,41.62557340227,78.25781,209.42217,1.02127293198369,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12162,12162,1.325,13.6,13.6,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,100.0,76.0,1003.0,16.11,268.0,14.004,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-22_Time_02-23-34_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.42_HFR_1.63px_FWHM_3.94_Temp_13.60_0027.xisf,1,11.9578699820331,
LIGHT,2025-08-02T22:47:54.6256069,2025-08-02T23:47:54.6256069,2025-08-02T22:52:55.1753400,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.361759587104,41.6271484034793,73.15229,120.88874,1.04468229533806,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12073,12073,1.325,10.8,10.8,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-02_Time_23-47-54_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.44_HFR_1.69px_FWHM_4.10_Temp_10.80_0055.xisf,1,10.7434393874969,10.548
LIGHT,2025-07-13T00:29:16.521,2025-07-13T01:29:16.521,2025-07-13T00:34:17.118,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364222074286,41.6249764674484,75.4924444444444,130.63181,1.03280235327571,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12270,12270,1.325,13.9,13.9,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-13_Time_01-29-16_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.67px_FWHM_4.09_Temp_13.90_0015.xisf,1,,
LIGHT,2025-07-12T23:58:58.863,2025-07-13T00:58:58.863,2025-07-13T00:03:59.461,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.362773822992,41.6260106948997,71.59917,115.97502,1.05369668254911,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12270,12270,1.325,14.7,14.7,Manual Rotator,0.0,0.0,0.0,Starlight Xpress Filter Wheels,Ha,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,N.I.N.A. 3.1.2.9001 (x64),NGC 6997 Panel 1_Date_2025-07-13_Time_00-58-58_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.70px_FWHM_4.27_Temp_14.70_0012.xisf,1,,
LIGHT,2025-08-02T23:33:08.9695445,2025-08-03T00:33:08.9695445,2025-08-02T23:38:09.4928563,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.360594400605,41.6285672721307,78.12892,149.1358,1.02175192360445,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12008,12008,1.325,10.7,10.7,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-03_Time_00-33-08_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.65px_FWHM_4.14_Temp_10.70_0059.xisf,1,10.7434393874969,10.548
LIGHT,2025-08-02T23:23:07.7626037,2025-08-03T00:23:07.7626037,2025-08-02T23:28:08.2988476,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.360579047961,41.6283479943991,77.25232,141.36723,1.02515936430479,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12008,12008,1.325,10.7,10.7,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-03_Time_00-23-07_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.66px_FWHM_4.21_Temp_10.70_0058.xisf,1,10.7434393874969,10.548
LIGHT,2025-08-02T23:13:06.5541096,2025-08-03T00:13:06.5541096,2025-08-02T23:18:07.1028880,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-9.9,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.360578579739,41.6280986901537,76.2228,134.54409,1.02949886303863,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12008,12008,1.325,10.5,10.5,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,Ha,0.0,68.0,1009.04318630864,16.56,281.0,9.684,2000.0,N.I.N.A. 3.2.0.2001 (x64),NGC 6997 Panel 1_Date_2025-08-03_Time_00-13-06_Type_LIGHT_Filter_Ha_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.66px_FWHM_4.19_Temp_10.50_0057.xisf,1,10.7434393874969,10.548
