IMAGETYP,DATE-OBS,DATE-LOC,DATE-AVG,EXPOSURE,EXPTIME,INSTRUME,CAMERAID,GAIN,OFFSET,EGAIN,XBINNING,YBINNING,SET-TEMP,CCD-TEMP,XPIXSZ,YPIXSZ,USBLIMIT,SITEELEV,SITELAT,SITELONG,TELESCOP,FOCALLEN,FOCRATIO,RA,DEC,CENTALT,CENTAZ,AIRMASS,PIERSIDE,OBJECT,OBJCTRA,OBJCTDEC,OBJCTROT,FOCNAME,FOCPOS,FOCUSPOS,FOCUSSZ,FOCTEMP,FOCUSTEM,ROTNAME,ROTATOR,ROTATANG,ROTSTPSZ,FWHEEL,FILTER,CLOUDCVR,DEWPOINT,HUMIDITY,PRESSURE,AMBTEMP,WINDDIR,WINDGUST,WINDSPD,EQUINOX,SWCREATE,FILENAME,NUMBER,SOURCE_PATH
LIGHT,2025-11-29T18:55:35.0652767,2025-11-29T18:55:35.0652767,2025-11-29T19:00:35.6368739,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.704087906149,60.8798592244505,80.77763,344.11766,1.01302015789048,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11100,11100,1.325,2.4,2.4,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,100.0,4.22237933633555,89.0,993.168367251674,5.86000000000001,241.0,8.064,4.824,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-29_Time_18-55-35_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.63px_FWHM_3.85_Temp_2.40_0160.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-29_Time_18-55-35_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.63px_FWHM_3.85_Temp_2.40_0160.xisf
LIGHT,2025-11-29T19:05:52.4495029,2025-11-29T19:05:52.4495029,2025-11-29T19:10:52.9863167,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.699804425386,60.8800111745811,80.25124,337.20786,1.01457135275175,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11100,11100,1.325,2.2,2.2,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,100.0,4.22237933633555,89.0,993.168367251674,5.86000000000001,241.0,8.064,4.824,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-29_Time_19-05-52_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.62px_FWHM_3.83_Temp_2.20_0161.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-29_Time_19-05-52_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.62px_FWHM_3.83_Temp_2.20_0161.xisf
LIGHT,2025-11-29T19:15:53.6675327,2025-11-29T19:15:53.6675327,2025-11-29T19:20:54.2179199,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.699730945596,60.8800211463632,79.5853055555555,331.41482,1.01666363809865,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11100,11100,1.325,2.1,2.1,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,100.0,4.22237933633555,89.0,993.168367251674,5.86000000000001,241.0,8.064,4.824,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-29_Time_19-15-53_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.62px_FWHM_3.81_Temp_2.10_0162.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-29_Time_19-15-53_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.62px_FWHM_3.81_Temp_2.10_0162.xisf
LIGHT,2025-11-29T19:25:54.9554329,2025-11-29T19:25:54.9554329,2025-11-29T19:30:55.5291019,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.699732122647,60.8800310826252,78.78941,326.48987,1.01935647093976,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11100,11100,1.325,2.0,2.0,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,100.0,4.22237933633555,89.0,993.168367251674,5.86000000000001,241.0,8.064,4.824,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-29_Time_19-25-54_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.43_HFR_1.65px_FWHM_4.01_Temp_2.00_0163.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-29_Time_19-25-54_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.43_HFR_1.65px_FWHM_4.01_Temp_2.00_0163.xisf
LIGHT,2025-11-29T19:36:43.7744894,2025-11-29T19:36:43.7744894,2025-11-29T19:41:44.3514724,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.703258092289,60.8806293315601,77.81961,322.12345,1.02292435584406,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11100,11100,1.325,2.0,2.0,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,100.0,4.22237933633555,89.0,993.168367251674,5.86000000000001,241.0,8.064,4.824,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-29_Time_19-36-43_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.64px_FWHM_3.92_Temp_2.00_0164.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-29_Time_19-36-43_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.64px_FWHM_3.92_Temp_2.00_0164.xisf
LIGHT,2025-11-29T19:46:45.0567070,2025-11-29T19:46:45.0567070,2025-11-29T19:51:45.6226640,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.703528029071,60.8806491409357,76.8401666666667,318.83329,1.02685247964031,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11100,11100,1.325,1.9,1.9,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,100.0,4.22237933633555,89.0,993.168367251674,5.86000000000001,241.0,8.064,4.824,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-29_Time_19-46-45_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.63px_FWHM_3.77_Temp_1.90_0165.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-29_Time_19-46-45_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.63px_FWHM_3.77_Temp_1.90_0165.xisf
LIGHT,2025-11-29T19:56:46.3394315,2025-11-29T19:56:46.3394315,2025-11-29T20:01:46.8809432,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.703364946392,60.8806491553842,75.8036111111111,316.16807,1.03137184910439,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11100,11100,1.325,2.1,2.1,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,100.0,4.22237933633555,89.0,993.168367251674,5.86000000000001,241.0,8.064,4.824,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-29_Time_19-56-46_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.61px_FWHM_3.74_Temp_2.10_0166.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-29_Time_19-56-46_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.61px_FWHM_3.74_Temp_2.10_0166.xisf
LIGHT,2025-11-30T17:16:46.8278962,2025-11-30T17:16:46.8278962,2025-11-30T17:21:47.3736754,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.704176603772,60.8798506607833,76.61656,41.80758,1.0277956471686,West,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11106,11106,1.325,1.6,1.6,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_17-16-46_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.65px_FWHM_3.99_Temp_1.60_0167.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_17-16-46_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.65px_FWHM_3.99_Temp_1.60_0167.xisf
LIGHT,2025-11-30T17:26:48.0372457,2025-11-30T17:26:48.0372457,2025-11-30T17:31:48.5834484,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.704117914437,60.879840620691,77.6095555555555,38.66666,1.02373910531251,West,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11106,11106,1.325,1.4,1.4,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_17-26-48_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.65px_FWHM_3.94_Temp_1.40_0168.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_17-26-48_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.65px_FWHM_3.94_Temp_1.40_0168.xisf
LIGHT,2025-11-30T17:36:49.2717645,2025-11-30T17:36:49.2717645,2025-11-30T17:41:49.8423452,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.704059324313,60.8798805786623,78.52932,34.82346,1.02028225455303,West,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11106,11106,1.325,1.3,1.3,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_17-36-49_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.65px_FWHM_3.94_Temp_1.30_0169.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_17-36-49_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.65px_FWHM_3.94_Temp_1.30_0169.xisf
LIGHT,2025-11-30T17:47:04.4072607,2025-11-30T17:47:04.4072607,2025-11-30T17:52:05.0183387,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-9.8,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.702861375603,60.877571155201,79.37811,30.0484,1.017344418888,West,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11106,11106,1.325,1.3,1.3,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_17-47-04_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.64px_FWHM_3.88_Temp_1.30_0170.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_17-47-04_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.64px_FWHM_3.88_Temp_1.30_0170.xisf
LIGHT,2025-11-30T17:57:05.7891620,2025-11-30T17:57:05.7891620,2025-11-30T18:02:06.3392651,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.702996757643,60.8775510232425,80.08415,24.48469,1.01508264942775,West,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11106,11106,1.325,1.3,1.3,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_17-57-05_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.65px_FWHM_3.92_Temp_1.30_0171.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_17-57-05_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.65px_FWHM_3.92_Temp_1.30_0171.xisf
LIGHT,2025-11-30T18:07:07.0100281,2025-11-30T18:07:07.0100281,2025-11-30T18:12:07.5624058,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.702923152654,60.8775509894667,80.64169,18.04335,1.01341211578031,West,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11106,11106,1.325,1.3,1.3,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_18-07-07_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.66px_FWHM_3.97_Temp_1.30_0172.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_18-07-07_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.66px_FWHM_3.97_Temp_1.30_0172.xisf
LIGHT,2025-11-30T18:17:21.9372674,2025-11-30T18:17:21.9372674,2025-11-30T18:22:22.4791821,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-9.8,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.705184352328,60.8803897510691,81.0293611111111,10.6155555555556,1.01231016134599,West,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11106,11106,1.325,1.3,1.3,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_18-17-21_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.66px_FWHM_3.97_Temp_1.30_0173.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_18-17-21_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.66px_FWHM_3.97_Temp_1.30_0173.xisf
LIGHT,2025-11-30T18:27:23.1315455,2025-11-30T18:27:23.1315455,2025-11-30T18:32:23.7094579,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.705215223027,60.8803696679024,81.21013,2.79623,1.01181295499335,West,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11106,11106,1.325,1.3,1.3,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_18-27-23_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.66px_FWHM_3.98_Temp_1.30_0174.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_18-27-23_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.66px_FWHM_3.98_Temp_1.30_0174.xisf
LIGHT,2025-11-30T18:37:24.4386070,2025-11-30T18:37:24.4386070,2025-11-30T18:42:24.9601932,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-9.9,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.705156546594,60.8803696265593,81.17862,354.85964,1.01189886424159,West,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11106,11106,1.325,1.4,1.4,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_18-37-24_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.66px_FWHM_4.05_Temp_1.40_0175.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_18-37-24_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.66px_FWHM_4.05_Temp_1.40_0175.xisf
LIGHT,2025-11-30T18:53:24.0687316,2025-11-30T18:53:24.0687316,2025-11-30T18:58:24.6325860,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.703694456441,60.8800702175045,80.70118,342.88596,1.01323984879607,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11069,11069,1.325,1.5,1.5,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_18-53-24_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.42_HFR_1.66px_FWHM_4.14_Temp_1.50_0176.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_18-53-24_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.42_HFR_1.66px_FWHM_4.14_Temp_1.50_0176.xisf
LIGHT,2025-11-30T19:03:25.3155221,2025-11-30T19:03:25.3155221,2025-11-30T19:08:25.8874725,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.703620849842,60.8800701827208,80.16334,336.31055,1.01483918828339,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11069,11069,1.325,1.4,1.4,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_19-03-25_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.66px_FWHM_4.12_Temp_1.40_0177.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_19-03-25_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.66px_FWHM_4.12_Temp_1.40_0177.xisf
LIGHT,2025-11-30T19:13:26.5668970,2025-11-30T19:13:26.5668970,2025-11-30T19:18:27.1286377,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-9.9,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.703651753314,60.8800700984094,79.4746388888889,330.62927,1.01702548813722,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11069,11069,1.325,1.4,1.4,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_19-13-26_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.66px_FWHM_4.08_Temp_1.40_0178.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_19-13-26_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.66px_FWHM_4.08_Temp_1.40_0178.xisf
LIGHT,2025-11-30T19:23:39.7776532,2025-11-30T19:23:39.7776532,2025-11-30T19:28:40.3378606,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.702636863174,60.8797205193322,78.64757,325.75731,1.01985853560193,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11069,11069,1.325,1.5,1.5,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_19-23-39_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.66px_FWHM_4.09_Temp_1.50_0179.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_19-23-39_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.66px_FWHM_4.09_Temp_1.50_0179.xisf
LIGHT,2025-11-30T19:33:41.0129505,2025-11-30T19:33:41.0129505,2025-11-30T19:38:41.5416217,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.702697646635,60.8797304201613,77.7358611111111,321.80039,1.02324739494287,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11069,11069,1.325,1.5,1.5,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_19-33-41_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.66px_FWHM_4.10_Temp_1.50_0180.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_19-33-41_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.66px_FWHM_4.10_Temp_1.50_0180.xisf
LIGHT,2025-11-30T19:43:42.1616879,2025-11-30T19:43:42.1616879,2025-11-30T19:48:42.6852177,600.0,600.0,ZWO ASI6200MM Pro,ZWOptical_ZWO ASI6200MM Pro_,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,349.702624033044,60.8797303850427,76.75297,318.57527,1.02721820837626,East,LBN 542,23 18 49,+60 52 48,87.16,FocusLynx Focuser 1,11069,11069,1.325,1.5,1.5,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,6.0,1.55893488036377,89.0,1005.0744815444,3.16000000000003,234.0,33.552,12.996,2000.0,N.I.N.A. 3.2.0.9001 (x64),LBN 542_Date_2025-11-30_Time_19-43-42_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.68px_FWHM_4.15_Temp_1.50_0181.xisf,1,/mnt/raid0/AstroImaging/Source/LBN 548/LIGHT/OIII/LBN 542_Date_2025-11-30_Time_19-43-42_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.38_HFR_1.68px_FWHM_4.15_Temp_1.50_0181.xisf
