SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,EXTEND,BZERO,IMAGETYP,EXPOSURE,EXPTIME,DATE-LOC,DATE-OBS,XBINNING,YBINNING,GAIN,OFFSET,EGAIN,XPIXSZ,YPIXSZ,INSTRUME,SET-TEMP,CCD-TEMP,USBLIMIT,TELESCOP,FOCALLEN,FOCRATIO,FWHEEL,FILTER,OBJECT,FOCNAME,FOCPOS,FOCUSPOS,FOCUSSZ,FOCTEMP,FOCUSTEM,ROWORDER,EQUINOX,SWCREATE,FILENAME,NUMBER,SOURCE_PATH,RA,DEC,CENTALT,CENTAZ,AIRMASS,PIERSIDE,SITEELEV,SITELAT,SITELONG,OBJCTRA,OBJCTDEC,OBJCTROT,CLOUDCVR,DEWPOINT,HUMIDITY,PRESSURE,AMBTEMP,WINDDIR,WINDSPD
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:31:56.158,2022-02-24T11:31:56.158,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.1,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9684.0,9684.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-31-56_Blue_-10.10_0.12s_0000.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-31-56_Blue_-10.10_0.12s_0000.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:31:58.181,2022-02-24T11:31:58.181,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.1,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9682.0,9682.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-31-58_Blue_-10.10_0.12s_0001.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-31-58_Blue_-10.10_0.12s_0001.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:32:03.652,2022-02-24T11:32:03.652,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-32-03_Blue_-10.00_0.12s_0002.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-32-03_Blue_-10.00_0.12s_0002.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:32:09.105,2022-02-24T11:32:09.105,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-32-09_Blue_-10.00_0.12s_0003.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-32-09_Blue_-10.00_0.12s_0003.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:32:14.833,2022-02-24T11:32:14.833,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-32-14_Blue_-10.00_0.12s_0004.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-32-14_Blue_-10.00_0.12s_0004.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:32:18.740,2022-02-24T11:32:18.740,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-32-18_Blue_-10.00_0.12s_0005.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-32-18_Blue_-10.00_0.12s_0005.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:32:24.698,2022-02-24T11:32:24.698,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-32-24_Blue_-10.00_0.12s_0006.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-32-24_Blue_-10.00_0.12s_0006.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:32:29.470,2022-02-24T11:32:29.470,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-32-29_Blue_-10.00_0.12s_0007.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-32-29_Blue_-10.00_0.12s_0007.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:32:35.045,2022-02-24T11:32:35.045,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-32-35_Blue_-10.00_0.12s_0008.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-32-35_Blue_-10.00_0.12s_0008.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:32:40.116,2022-02-24T11:32:40.116,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-32-40_Blue_-10.00_0.12s_0009.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-32-40_Blue_-10.00_0.12s_0009.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:32:45.919,2022-02-24T11:32:45.919,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-32-45_Blue_-10.00_0.12s_0010.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-32-45_Blue_-10.00_0.12s_0010.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:32:51.335,2022-02-24T11:32:51.335,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-32-51_Blue_-10.00_0.12s_0011.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-32-51_Blue_-10.00_0.12s_0011.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:32:56.909,2022-02-24T11:32:56.909,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-32-56_Blue_-10.00_0.12s_0012.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-32-56_Blue_-10.00_0.12s_0012.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:33:02.053,2022-02-24T11:33:02.053,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-33-02_Blue_-10.00_0.12s_0013.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-33-02_Blue_-10.00_0.12s_0013.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:33:08.634,2022-02-24T11:33:08.634,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-33-08_Blue_-10.00_0.12s_0014.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-33-08_Blue_-10.00_0.12s_0014.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:33:13.792,2022-02-24T11:33:13.792,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-33-13_Blue_-10.00_0.12s_0015.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-33-13_Blue_-10.00_0.12s_0015.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:33:19.519,2022-02-24T11:33:19.519,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-33-19_Blue_-10.00_0.12s_0016.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-33-19_Blue_-10.00_0.12s_0016.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:33:25.529,2022-02-24T11:33:25.529,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-33-25_Blue_-10.00_0.12s_0017.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-33-25_Blue_-10.00_0.12s_0017.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:33:30.579,2022-02-24T11:33:30.579,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-33-30_Blue_-10.00_0.12s_0018.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-33-30_Blue_-10.00_0.12s_0018.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:33:36.467,2022-02-24T11:33:36.467,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-33-36_Blue_-10.00_0.12s_0019.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-33-36_Blue_-10.00_0.12s_0019.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:33:41.682,2022-02-24T11:33:41.682,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-33-41_Blue_-10.00_0.12s_0020.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-33-41_Blue_-10.00_0.12s_0020.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:33:47.466,2022-02-24T11:33:47.466,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-10.0,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-33-47_Blue_-10.00_0.12s_0021.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-33-47_Blue_-10.00_0.12s_0021.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:33:52.442,2022-02-24T11:33:52.442,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-33-52_Blue_-9.90_0.12s_0022.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-33-52_Blue_-9.90_0.12s_0022.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:33:57.847,2022-02-24T11:33:57.847,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-33-57_Blue_-9.90_0.12s_0023.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-33-57_Blue_-9.90_0.12s_0023.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:34:02.688,2022-02-24T11:34:02.688,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-34-02_Blue_-9.90_0.12s_0024.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-34-02_Blue_-9.90_0.12s_0024.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:34:08.495,2022-02-24T11:34:08.495,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-34-08_Blue_-9.90_0.12s_0025.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-34-08_Blue_-9.90_0.12s_0025.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:34:14.746,2022-02-24T11:34:14.746,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-34-14_Blue_-9.90_0.12s_0026.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-34-14_Blue_-9.90_0.12s_0026.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:34:18.603,2022-02-24T11:34:18.603,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-34-18_Blue_-9.90_0.12s_0027.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-34-18_Blue_-9.90_0.12s_0027.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:34:25.171,2022-02-24T11:34:25.171,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-34-25_Blue_-9.90_0.12s_0028.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-34-25_Blue_-9.90_0.12s_0028.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:34:30.742,2022-02-24T11:34:30.742,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-34-30_Blue_-9.90_0.12s_0029.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-34-30_Blue_-9.90_0.12s_0029.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:34:35.926,2022-02-24T11:34:35.926,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-34-35_Blue_-9.90_0.12s_0030.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-34-35_Blue_-9.90_0.12s_0030.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:34:41.559,2022-02-24T11:34:41.559,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-34-41_Blue_-9.90_0.12s_0031.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-34-41_Blue_-9.90_0.12s_0031.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:34:47.182,2022-02-24T11:34:47.182,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-34-47_Blue_-9.90_0.12s_0032.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-34-47_Blue_-9.90_0.12s_0032.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:34:52.939,2022-02-24T11:34:52.939,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-34-52_Blue_-9.90_0.12s_0033.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-34-52_Blue_-9.90_0.12s_0033.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:34:57.538,2022-02-24T11:34:57.538,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-34-57_Blue_-9.90_0.12s_0034.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-34-57_Blue_-9.90_0.12s_0034.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:35:02.612,2022-02-24T11:35:02.612,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-35-02_Blue_-9.90_0.12s_0035.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-35-02_Blue_-9.90_0.12s_0035.fits,,,,,,,,,,,,,,,,,,,
True,16,2,9576,6388,True,32768,DARKFLAT,0.12,0.12,2022-02-24T11:35:08.596,2022-02-24T11:35:08.596,1,1,100,10,0.246657639741898,3.76,3.76,ZWO ASI6200MM Pro,-10.0,-9.9,40,NP101is,540.0,5.4,Starlight Xpress Fil,Blue,FlatWizard,FocusLynx Focuser 1,9681.0,9681.0,13.404,7.9,7.9,TOP-DOWN,2000.0,N.I.N.A. 2.0.0.2048,2022-02-24_11-35-08_Blue_-9.90_0.12s_0036.fits,1,/mnt/raid0/AstroImaging/Preselected/Flaming Star Nebula (IC405) started 4th February 2022/DarkFlats/Blue/2022-02-24_11-35-08_Blue_-9.90_0.12s_0036.fits,,,,,,,,,,,,,,,,,,,
